,x1,x2
0,12349.999999999998,9000
1,12347.30015,8999
2,12344.6006,8998
3,12341.901349999998,8997
4,12339.202399999998,8996
5,12336.503749999998,8995
6,12333.8054,8994
7,12331.107349999998,8993
8,12328.409599999999,8992
9,12325.71215,8991
10,12323.015,8990
11,12320.31815,8989
12,12317.621599999999,8988
13,12314.92535,8987
14,12312.229399999998,8986
15,12309.533749999999,8985
16,12306.838399999999,8984
17,12304.143349999998,8983
18,12301.4486,8982
19,12298.754149999999,8981
20,12296.06,8980
21,12293.36615,8979
22,12290.672599999998,8978
23,12287.97935,8977
24,12285.286399999999,8976
25,12282.593749999998,8975
26,12279.901399999999,8974
27,12277.20935,8973
28,12274.5176,8972
29,12271.826149999999,8971
30,12269.134999999998,8970
31,12266.44415,8969
32,12263.753599999998,8968
33,12261.063349999999,8967
34,12258.373399999999,8966
35,12255.683749999998,8965
36,12252.9944,8964
37,12250.305349999999,8963
38,12247.6166,8962
39,12244.92815,8961
40,12242.24,8960
41,12239.55215,8959
42,12236.864599999999,8958
43,12234.177349999998,8957
44,12231.490399999999,8956
45,12228.80375,8955
46,12226.1174,8954
47,12223.431349999999,8953
48,12220.745599999998,8952
49,12218.06015,8951
50,12215.374999999998,8950
51,12212.690149999999,8949
52,12210.005599999999,8948
53,12207.321349999998,8947
54,12204.6374,8946
55,12201.953749999999,8945
56,12199.2704,8944
57,12196.58735,8943
58,12193.9046,8942
59,12191.22215,8941
60,12188.539999999999,8940
61,12185.858149999998,8939
62,12183.176599999999,8938
63,12180.49535,8937
64,12177.8144,8936
65,12175.133749999999,8935
66,12172.453399999999,8934
67,12169.77335,8933
68,12167.093599999998,8932
69,12164.414149999999,8931
70,12161.734999999999,8930
71,12159.056149999999,8929
72,12156.3776,8928
73,12153.699349999999,8927
74,12151.0214,8926
75,12148.343749999998,8925
76,12145.666399999998,8924
77,12142.98935,8923
78,12140.3126,8922
79,12137.636149999998,8921
80,12134.96,8920
81,12132.28415,8919
82,12129.6086,8918
83,12126.93335,8917
84,12124.258399999999,8916
85,12121.58375,8915
86,12118.909399999999,8914
87,12116.235349999999,8913
88,12113.561599999999,8912
89,12110.888149999999,8911
90,12108.214999999998,8910
91,12105.54215,8909
92,12102.869599999998,8908
93,12100.197349999999,8907
94,12097.525399999999,8906
95,12094.853749999998,8905
96,12092.1824,8904
97,12089.511349999999,8903
98,12086.8406,8902
99,12084.170149999998,8901
100,12081.499999999998,8900
101,12078.83015,8899
102,12076.1606,8898
103,12073.491349999998,8897
104,12070.8224,8896
105,12068.15375,8895
106,12065.4854,8894
107,12062.81735,8893
108,12060.149599999999,8892
109,12057.48215,8891
110,12054.814999999999,8890
111,12052.148149999999,8889
112,12049.4816,8888
113,12046.815349999999,8887
114,12044.149399999998,8886
115,12041.48375,8885
116,12038.818399999998,8884
117,12036.153349999999,8883
118,12033.488599999999,8882
