,x1,x2
0,7400.0,6000
1,7397.600200000001,5999
2,7395.2008000000005,5998
3,7392.8018,5997
4,7390.403200000001,5996
5,7388.005,5995
6,7385.6072,5994
7,7383.2098000000005,5993
8,7380.812800000001,5992
9,7378.416200000001,5991
10,7376.02,5990
11,7373.6242,5989
12,7371.228800000001,5988
13,7368.8338,5987
14,7366.439200000001,5986
15,7364.045,5985
16,7361.6512,5984
17,7359.2578,5983
18,7356.8648,5982
19,7354.4722,5981
20,7352.08,5980
21,7349.6882000000005,5979
22,7347.2968,5978
23,7344.9058,5977
24,7342.515200000001,5976
25,7340.125,5975
26,7337.7352,5974
27,7335.3458,5973
28,7332.9568,5972
29,7330.568200000001,5971
30,7328.18,5970
31,7325.792200000001,5969
32,7323.4048,5968
33,7321.0178000000005,5967
34,7318.631200000001,5966
35,7316.245,5965
36,7313.859200000001,5964
37,7311.473800000001,5963
38,7309.0888,5962
39,7306.7042,5961
40,7304.320000000001,5960
41,7301.9362,5959
42,7299.5528,5958
43,7297.169800000001,5957
44,7294.787200000001,5956
45,7292.405000000001,5955
46,7290.0232000000005,5954
47,7287.6418,5953
48,7285.2608,5952
49,7282.8802000000005,5951
50,7280.5,5950
51,7278.1202,5949
52,7275.7408000000005,5948
53,7273.361800000001,5947
54,7270.983200000001,5946
55,7268.6050000000005,5945
56,7266.2272,5944
57,7263.8498,5943
58,7261.4728000000005,5942
59,7259.0962,5941
60,7256.72,5940
61,7254.3442000000005,5939
62,7251.968800000001,5938
63,7249.593800000001,5937
64,7247.2192000000005,5936
65,7244.845,5935
66,7242.4712,5934
67,7240.0978000000005,5933
68,7237.7248,5932
69,7235.3522,5931
70,7232.9800000000005,5930
71,7230.608200000001,5929
72,7228.236800000001,5928
73,7225.8658000000005,5927
74,7223.4952,5926
75,7221.125,5925
76,7218.7552000000005,5924
77,7216.3858,5923
78,7214.0168,5922
79,7211.6482000000005,5921
80,7209.280000000001,5920
81,7206.912200000001,5919
82,7204.544800000001,5918
83,7202.1778,5917
84,7199.8112,5916
85,7197.445000000001,5915
86,7195.0792,5914
87,7192.7138,5913
88,7190.348800000001,5912
89,7187.984200000001,5911
90,7185.62,5910
91,7183.256200000001,5909
92,7180.8928000000005,5908
93,7178.5298,5907
94,7176.167200000001,5906
95,7173.805,5905
96,7171.443200000001,5904
97,7169.0818,5903
98,7166.7208,5902
99,7164.3602,5901
100,7162.0,5900
101,7159.640200000001,5899
102,7157.2808,5898
103,7154.9218,5897
104,7152.5632000000005,5896
105,7150.205,5895
106,7147.8472,5894
107,7145.4898,5893
108,7143.1328,5892
109,7140.7762,5891
110,7138.42,5890
111,7136.064200000001,5889
112,7133.7088,5888
113,7131.353800000001,5887
114,7128.9992,5886
115,7126.645,5885
116,7124.291200000001,5884
117,7121.937800000001,5883
118,7119.5848000000005,5882
119,7117.2322,5881
120,7114.88,5880
121,7112.528200000001,5879
122,7110.1768,5878
123,7107.8258000000005,5877
124,7105.475200000001,5876
125,7103.125,5875
126,7100.7752,5874
127,7098.4258,5873
128,7096.076800000001,5872
129,7093.7282000000005,5871
130,7091.38,5870
131,7089.032200000001,5869
132,7086.6848,5868
133,7084.3378,5867
134,7081.9912,5866
135,7079.645,5865
136,7077.2992,5864
137,7074.9538,5863
138,7072.6088,5862
139,7070.2642000000005,5861
140,7067.92,5860
141,7065.5762,5859
142,7063.232800000001,5858
143,7060.8898,5857
144,7058.5472,5856
145,7056.205,5855
146,7053.863200000001,5854
147,7051.5218,5853
148,7049.1808,5852
149,7046.840200000001,5851
150,7044.5,5850
151,7042.1602,5849
152,7039.8208,5848
153,7037.4818000000005,5847
154,7035.1432,5846
155,7032.805,5845
156,7030.4672,5844
157,7028.129800000001,5843
158,7025.7928,5842
159,7023.4562000000005,5841
160,7021.12,5840
161,7018.7842,5839
162,7016.4488,5838
163,7014.1138,5837
164,7011.7792,5836
165,7009.445000000001,5835
166,7007.1112,5834
167,7004.777800000001,5833
168,7002.4448,5832
169,7000.1122000000005,5831
170,6997.780000000001,5830
171,6995.448200000001,5829
172,6993.116800000001,5828
173,6990.785800000001,5827
174,6988.4552,5826
175,6986.125,5825
176,6983.7952000000005,5824
177,6981.4658,5823
178,6979.1368,5822
179,6976.8082,5821
180,6974.4800000000005,5820
181,6972.1522,5819
182,6969.8248,5818
183,6967.4978,5817
184,6965.171200000001,5816
185,6962.845,5815
186,6960.519200000001,5814
187,6958.1938,5813
188,6955.8688,5812
189,6953.5442,5811
190,6951.22,5810
191,6948.8962,5809
192,6946.5728,5808
193,6944.2498000000005,5807
194,6941.9272,5806
195,6939.6050000000005,5805
196,6937.283200000001,5804
197,6934.9618,5803
198,6932.6408,5802
199,6930.3202,5801
200,6928.0,5800
201,6925.680200000001,5799
202,6923.3608,5798
203,6921.0418,5797
204,6918.7232,5796
205,6916.405000000001,5795
206,6914.0872,5794
207,6911.7698,5793
208,6909.4528,5792
209,6907.1362,5791
210,6904.820000000001,5790
211,6902.5042,5789
212,6900.1888,5788
213,6897.8738,5787
214,6895.559200000001,5786
215,6893.245,5785
216,6890.9312,5784
217,6888.6178,5783
218,6886.3048,5782
219,6883.992200000001,5781
220,6881.68,5780
221,6879.3682,5779
222,6877.0568,5778
223,6874.745800000001,5777
224,6872.4352,5776
225,6870.125,5775
226,6867.8152,5774
227,6865.5058,5773
228,6863.196800000001,5772
229,6860.8882,5771
230,6858.58,5770
231,6856.2722,5769
232,6853.964800000001,5768
233,6851.6578,5767
234,6849.3512,5766
235,6847.045,5765
236,6844.7392,5764
237,6842.433800000001,5763
238,6840.1288,5762
239,6837.8242,5761
240,6835.52,5760
241,6833.216200000001,5759
242,6830.9128,5758
243,6828.6098,5757
244,6826.3072,5756
245,6824.005,5755
246,6821.7032,5754
247,6819.401800000001,5753
248,6817.1008,5752
249,6814.800200000001,5751
250,6812.5,5750
251,6810.2002,5749
252,6807.9008,5748
253,6805.6018,5747
254,6803.3032,5746
255,6801.005,5745
256,6798.707200000001,5744
257,6796.4098,5743
258,6794.1128,5742
259,6791.8162,5741
260,6789.52,5740
261,6787.224200000001,5739
262,6784.928800000001,5738
263,6782.6338000000005,5737
264,6780.3392,5736
265,6778.045,5735
266,6775.751200000001,5734
267,6773.4578,5733
268,6771.1648000000005,5732
269,6768.872200000001,5731
270,6766.58,5730
